date,index_code,open,high,low,close,volume
2022-08-24,HNXINDEX,299.14,301.32,298.83,301.3,73636200
2022-08-25,HNXINDEX,301.3,302.7,301.17,301.86,84010100
2022-08-26,HNXINDEX,301.86,302.99,298.13,299.5,91892000
2022-08-29,HNXINDEX,299.5,299.5,288.94,295.54,127274100
2022-08-30,HNXINDEX,295.54,297.88,293.52,293.86,66145700
2022-08-31,HNXINDEX,293.86,294.03,291.56,291.92,66216400
2022-09-05,HNXINDEX,291.92,294.55,290.26,292.82,62651100
2022-09-06,HNXINDEX,292.82,294.67,292.58,293.27,67405500
2022-09-07,HNXINDEX,293.27,293.29,284.05,284.05,100644800
2022-09-08,HNXINDEX,284.05,285.95,281.48,282.15,79739100
2022-09-09,HNXINDEX,282.15,284.7,278.2,284.63,68594800
2022-09-12,HNXINDEX,284.63,286.79,282.93,283.08,51305300
2022-09-13,HNXINDEX,283.08,284.5,279.57,281.59,54705700
2022-09-14,HNXINDEX,281.59,281.59,276.45,279.42,71129600
2022-09-15,HNXINDEX,279.42,281.18,277.94,279.69,50631100
2022-09-16,HNXINDEX,279.69,280.35,272.82,272.88,76417700
2022-09-19,HNXINDEX,272.88,275.06,263.09,264.25,84461500
2022-09-20,HNXINDEX,264.25,267.67,262.78,266.91,56344900
2022-09-21,HNXINDEX,266.91,266.98,263.48,265.09,41203400
2022-09-22,HNXINDEX,265.09,265.64,260.92,265.64,56744400
2022-09-23,HNXINDEX,265.64,268.13,264.34,264.44,56076800
2022-09-26,HNXINDEX,264.44,264.44,251.62,255.68,82317100
2022-09-27,HNXINDEX,255.68,257.0,253.88,255.52,45850300
2022-09-28,HNXINDEX,255.52,255.66,251.99,252.35,61473700
2022-09-29,HNXINDEX,252.35,255.92,249.25,249.41,50659400
2022-09-30,HNXINDEX,249.41,250.25,241.5,250.25,74088900
2022-10-03,HNXINDEX,250.25,250.25,238.16,238.17,60130700
2022-10-04,HNXINDEX,238.17,241.82,235.01,235.61,56098700
2022-10-05,HNXINDEX,235.61,242.58,234.35,242.12,48961200
2022-10-06,HNXINDEX,242.12,243.44,233.66,235.13,50755600
2022-10-07,HNXINDEX,235.13,235.25,222.92,226.09,83773900
2022-10-10,HNXINDEX,226.09,230.24,222.21,229.85,59483700
2022-10-11,HNXINDEX,229.85,230.19,218.74,218.78,73872500
2022-10-12,HNXINDEX,218.78,225.09,215.84,223.43,50728400
2022-10-13,HNXINDEX,223.43,224.94,222.91,224.74,32688700
2022-10-14,HNXINDEX,224.74,229.58,224.69,227.89,66725100
2022-10-17,HNXINDEX,227.89,228.01,223.84,226.46,43308600
2022-10-18,HNXINDEX,226.46,231.61,225.98,229.12,54943100
2022-10-19,HNXINDEX,229.12,230.61,227.2,227.9,37263900
2022-10-20,HNXINDEX,227.9,228.52,224.9,225.88,32304400
2022-10-21,HNXINDEX,225.88,226.02,216.34,217.41,88611400
2022-10-24,HNXINDEX,217.41,218.69,208.17,209.5,63697800
2022-10-25,HNXINDEX,209.5,211.24,203.44,208.02,73563900
2022-10-26,HNXINDEX,208.02,209.78,204.5,205.95,39379500
2022-10-27,HNXINDEX,205.95,213.63,201.94,213.63,55276700
2022-10-28,HNXINDEX,213.63,217.11,212.42,213.73,55702600
2022-10-31,HNXINDEX,213.73,215.12,208.29,210.43,50805500
2022-11-01,HNXINDEX,210.43,213.27,209.69,212.36,53691600
2022-11-02,HNXINDEX,212.36,213.94,211.27,211.66,47360700
2022-11-03,HNXINDEX,211.66,211.78,209.8,210.74,37225800
2022-11-04,HNXINDEX,210.74,210.84,203.25,204.56,73067300
2022-11-07,HNXINDEX,204.56,205.1,198.11,198.56,62797600
2022-11-08,HNXINDEX,198.56,199.78,195.43,199.77,51546000
2022-11-09,HNXINDEX,199.77,203.52,198.35,201.39,44350000
2022-11-10,HNXINDEX,201.39,201.39,191.89,192.39,59887900
2022-11-11,HNXINDEX,192.39,193.69,188.97,189.81,77909300
2022-11-14,HNXINDEX,189.81,189.81,182.4,183.45,65560700
2022-11-15,HNXINDEX,183.45,183.45,174.34,175.78,58218500
2022-11-16,HNXINDEX,175.78,183.5,168.16,183.45,101408100
2022-11-17,HNXINDEX,183.45,188.77,181.73,187.86,70441600
2022-11-18,HNXINDEX,187.86,190.88,183.43,190.87,97207400
2022-11-21,HNXINDEX,190.87,193.73,187.99,192.4,52052700
2022-11-22,HNXINDEX,192.4,197.98,190.95,194.66,99129200
2022-11-23,HNXINDEX,194.66,195.85,191.0,191.0,56024100
2022-11-24,HNXINDEX,191.0,191.81,188.48,191.22,58281900
2022-11-25,HNXINDEX,191.22,196.8,189.35,196.77,56228300
2022-11-28,HNXINDEX,196.77,204.1,196.48,204.06,77543100
2022-11-29,HNXINDEX,204.06,208.49,202.42,208.22,152083900
2022-11-30,HNXINDEX,208.22,210.89,204.41,208.79,88050200
2022-12-01,HNXINDEX,208.79,214.73,208.54,211.0,136716100
2022-12-02,HNXINDEX,211.0,216.04,208.19,215.96,135171000
2022-12-05,HNXINDEX,215.96,222.34,215.96,219.96,118915100
2022-12-06,HNXINDEX,219.96,221.84,212.8,212.8,186735100
2022-12-07,HNXINDEX,212.8,214.22,208.05,209.93,112941200
2022-12-08,HNXINDEX,209.93,216.69,208.78,215.37,100424000
2022-12-09,HNXINDEX,215.37,217.6,213.71,217.0,101112700
2022-12-12,HNXINDEX,217.0,219.48,210.53,210.53,114750100
2022-12-13,HNXINDEX,210.53,213.75,206.34,213.59,95483100
2022-12-14,HNXINDEX,213.59,217.23,211.93,213.21,85548200
2022-12-15,HNXINDEX,213.21,214.69,210.74,212.95,71507600
2022-12-16,HNXINDEX,212.95,215.25,211.35,212.99,101708600
2022-12-19,HNXINDEX,212.99,217.48,212.24,212.24,101624200
2022-12-20,HNXINDEX,212.24,213.69,204.17,207.53,117881400
2022-12-21,HNXINDEX,207.53,208.63,200.47,204.46,84037500
2022-12-22,HNXINDEX,204.46,206.79,201.33,205.79,55587100
2022-12-23,HNXINDEX,205.79,206.49,203.0,205.3,46248800
2022-12-26,HNXINDEX,205.3,205.81,197.95,198.5,80857300
2022-12-27,HNXINDEX,198.5,203.14,197.09,203.14,58869000
2022-12-28,HNXINDEX,203.14,206.3,202.79,206.04,43898000
2022-12-29,HNXINDEX,206.04,206.57,203.1,206.54,41261700
2022-12-30,HNXINDEX,206.54,207.66,204.69,205.31,35583400
2019-01-02,UPCOMINDEX,52.82,53.17,52.76,52.79,6064510
2019-01-03,UPCOMINDEX,52.77,52.82,52.01,52.17,8430657
2019-01-04,UPCOMINDEX,52.17,52.19,51.8,52.19,6629507
2019-01-07,UPCOMINDEX,52.21,52.52,52.2,52.42,5335950
2019-01-08,UPCOMINDEX,52.43,52.67,52.39,52.54,5245303
2019-01-09,UPCOMINDEX,52.56,53.03,52.51,53.01,6860258
2019-01-10,UPCOMINDEX,53.01,53.23,52.91,53.03,5681035
2019-01-11,UPCOMINDEX,53.04,53.23,52.98,53.18,8072688
2019-01-14,UPCOMINDEX,53.19,53.25,52.97,53.13,4998962
2019-01-15,UPCOMINDEX,53.15,53.3,52.98,53.11,5644649
2019-01-16,UPCOMINDEX,53.13,53.32,53.12,53.31,7167292
2019-01-17,UPCOMINDEX,53.33,53.61,53.17,53.3,5304817
2019-01-18,UPCOMINDEX,53.31,53.44,53.05,53.26,6047517
2019-01-21,UPCOMINDEX,53.12,53.37,52.95,53.37,10359426
2019-01-22,UPCOMINDEX,53.38,53.88,53.37,53.87,7041390
2019-01-23,UPCOMINDEX,53.82,53.97,53.64,53.89,6531644
2019-01-24,UPCOMINDEX,53.9,53.93,53.61,53.76,5478432
2019-01-25,UPCOMINDEX,53.78,53.87,53.57,53.72,5678455
2019-01-28,UPCOMINDEX,53.7,54.24,53.7,54.02,6836875
2019-01-29,UPCOMINDEX,54.03,54.13,53.85,54.06,13652097
2019-01-30,UPCOMINDEX,54.33,54.44,54.08,54.28,7648741
2019-01-31,UPCOMINDEX,54.38,54.82,54.34,54.68,13726892
2019-02-01,UPCOMINDEX,54.68,54.82,54.38,54.81,5655244
2019-02-11,UPCOMINDEX,54.82,55.61,54.81,55.61,5530159
2019-02-12,UPCOMINDEX,55.62,55.96,55.29,55.62,11560326
2019-02-13,UPCOMINDEX,55.64,55.91,55.48,55.8,10660722
2019-02-14,UPCOMINDEX,55.8,55.82,55.32,55.39,7169382
2019-02-15,UPCOMINDEX,55.39,55.55,55.1,55.24,7377213
2019-02-18,UPCOMINDEX,55.25,55.53,55.02,55.26,11052548
2019-02-19,UPCOMINDEX,55.28,55.56,55.12,55.24,14219990
2019-02-20,UPCOMINDEX,55.25,55.5,55.2,55.46,10256629
2019-02-21,UPCOMINDEX,55.45,55.61,55.32,55.54,9416195
2019-02-22,UPCOMINDEX,55.54,55.57,55.35,55.55,10570613
2019-02-25,UPCOMINDEX,55.56,55.72,55.29,55.59,9637007
2019-02-26,UPCOMINDEX,55.61,55.9,55.55,55.58,9510049
2019-02-27,UPCOMINDEX,55.63,55.73,55.44,55.59,9765274
2019-02-28,UPCOMINDEX,55.56,55.65,54.97,55.13,10678033
2019-03-01,UPCOMINDEX,55.12,55.79,55.1,55.68,11906270
2019-03-04,UPCOMINDEX,55.68,56.1,55.64,56.04,12605201
2019-03-05,UPCOMINDEX,56.04,56.11,55.9,55.98,14467311
2019-03-06,UPCOMINDEX,55.88,56.15,55.84,56.06,11473142
2019-03-07,UPCOMINDEX,56.11,56.35,56.05,56.25,20108547
2019-03-08,UPCOMINDEX,56.25,56.36,55.87,55.94,15784819
2019-03-11,UPCOMINDEX,55.94,56.13,55.87,56.04,11191804
2019-03-12,UPCOMINDEX,56.09,56.63,56.09,56.57,14445037
2019-03-13,UPCOMINDEX,56.55,56.86,56.54,56.77,15070847
2019-03-14,UPCOMINDEX,56.73,57.14,56.67,57.09,14474396
2019-03-15,UPCOMINDEX,57.09,57.25,56.94,57.25,16806969
2019-03-18,UPCOMINDEX,57.22,57.48,57.03,57.42,18375668
2019-03-19,UPCOMINDEX,57.44,57.48,56.98,57.1,18442023
2019-03-20,UPCOMINDEX,57.09,57.18,56.84,56.99,14255686
2019-03-21,UPCOMINDEX,57.03,57.39,56.83,56.89,19030219
2019-03-22,UPCOMINDEX,56.98,57.27,56.92,57.23,13892319
2019-03-25,UPCOMINDEX,57.22,57.22,56.55,56.77,16338265
2019-03-26,UPCOMINDEX,56.87,57.1,56.76,57.06,12868913
2019-03-27,UPCOMINDEX,57.06,57.3,57.06,57.15,12697215
2019-03-28,UPCOMINDEX,57.12,57.39,56.98,57.39,10446191
2019-03-29,UPCOMINDEX,57.32,57.51,57.29,57.5,16755743
2019-04-01,UPCOMINDEX,57.37,57.44,56.97,57.27,11997797
2019-04-02,UPCOMINDEX,57.26,57.46,56.96,57.11,11246307
2019-04-03,UPCOMINDEX,57.1,57.12,56.55,56.64,12489238
2019-04-04,UPCOMINDEX,56.61,56.9,56.57,56.86,10536020
2019-04-05,UPCOMINDEX,56.85,57.07,56.83,56.91,13004624
2019-04-08,UPCOMINDEX,56.92,57.0,56.75,56.76,13010763
2019-04-09,UPCOMINDEX,56.75,56.9,56.55,56.58,13630104
2019-04-10,UPCOMINDEX,56.61,56.68,56.35,56.56,10172968
2019-04-11,UPCOMINDEX,56.59,56.65,56.28,56.49,7874823
2019-04-12,UPCOMINDEX,56.46,56.66,56.27,56.64,10413233
2019-04-16,UPCOMINDEX,56.69,56.79,56.3,56.52,11053700
2019-04-17,UPCOMINDEX,56.55,56.66,56.34,56.37,9955028
2019-04-18,UPCOMINDEX,56.36,56.39,55.98,56.0,10389690
2019-04-19,UPCOMINDEX,55.91,56.18,55.91,56.05,8151429
2019-04-22,UPCOMINDEX,56.05,56.11,55.53,55.65,8681032
2019-04-23,UPCOMINDEX,55.62,55.73,55.49,55.68,7654824
2019-04-24,UPCOMINDEX,55.67,56.09,55.66,56.06,11362261
2019-04-25,UPCOMINDEX,55.94,56.08,55.85,56.08,10579652
2019-04-26,UPCOMINDEX,56.08,56.23,55.84,56.23,9295019
2019-05-02,UPCOMINDEX,56.23,56.23,55.8,55.91,7441989
2019-05-03,UPCOMINDEX,55.91,55.94,55.65,55.77,10007871
2019-05-06,UPCOMINDEX,55.77,55.77,55.26,55.28,11568388
2019-05-07,UPCOMINDEX,55.3,55.49,55.29,55.47,6700932
2019-05-08,UPCOMINDEX,55.47,55.47,54.92,55.1,9542167
2019-05-09,UPCOMINDEX,55.07,55.23,54.82,54.87,7256920
2019-05-10,UPCOMINDEX,54.84,55.17,54.83,55.15,9398594
2019-05-13,UPCOMINDEX,55.05,55.36,55.0,55.25,8897525
2019-05-14,UPCOMINDEX,55.23,55.29,55.0,55.15,12285641
2019-05-15,UPCOMINDEX,55.15,55.52,55.15,55.43,11519685
2019-05-16,UPCOMINDEX,55.48,55.57,55.35,55.48,7985098
2019-05-17,UPCOMINDEX,55.42,55.54,55.09,55.24,13403088
2019-05-20,UPCOMINDEX,55.23,55.34,55.13,55.3,10261800
2019-05-21,UPCOMINDEX,55.29,55.48,55.27,55.38,9924561
2019-05-22,UPCOMINDEX,55.39,55.54,55.28,55.39,9076286
2019-05-23,UPCOMINDEX,55.39,55.42,55.2,55.4,12148498
2019-05-24,UPCOMINDEX,55.39,55.46,55.13,55.27,13620472
2019-05-27,UPCOMINDEX,55.28,55.33,55.14,55.25,8065371
2019-05-28,UPCOMINDEX,55.25,55.35,55.04,55.13,13592753
2019-05-29,UPCOMINDEX,55.13,55.17,55.0,55.07,11477026
2019-05-30,UPCOMINDEX,54.98,55.05,54.89,55.05,7920789
2019-05-31,UPCOMINDEX,55.05,55.32,54.95,55.12,12278074
2019-06-03,UPCOMINDEX,55.09,55.09,54.67,54.8,10940888
2019-06-04,UPCOMINDEX,54.8,55.03,54.73,54.9,7506221
2019-06-05,UPCOMINDEX,54.86,54.95,54.41,54.54,6990971
2019-06-06,UPCOMINDEX,54.53,54.57,54.27,54.42,8448320
2019-06-07,UPCOMINDEX,54.46,54.67,54.44,54.61,18349812
2019-06-10,UPCOMINDEX,54.56,54.91,54.55,54.83,9115932
2019-06-11,UPCOMINDEX,54.84,55.14,54.82,55.13,10708715
2019-06-12,UPCOMINDEX,55.15,55.2,54.87,55.12,12636558
2019-06-13,UPCOMINDEX,55.12,55.19,54.83,54.97,11561487
2019-06-14,UPCOMINDEX,55.0,55.05,54.83,55.04,13720527
2019-06-17,UPCOMINDEX,55.06,55.16,54.81,54.97,8672740
2019-06-18,UPCOMINDEX,54.97,54.97,54.56,54.65,11195941
2019-06-19,UPCOMINDEX,54.67,54.97,54.65,54.86,8828873
2019-06-20,UPCOMINDEX,54.83,55.15,54.63,55.15,10888760
2019-06-21,UPCOMINDEX,55.15,55.37,54.98,55.12,10853798
2019-06-24,UPCOMINDEX,55.13,55.28,54.95,55.15,8970317
2019-06-25,UPCOMINDEX,55.16,55.45,55.12,55.2,8241192
2019-06-26,UPCOMINDEX,54.81,55.5,54.81,55.39,10973970
2019-06-27,UPCOMINDEX,55.39,55.53,54.8,55.11,12489701
2019-06-28,UPCOMINDEX,55.13,55.3,54.85,54.98,13145354
2019-07-01,UPCOMINDEX,55.16,55.42,55.09,55.17,8641305
2019-07-02,UPCOMINDEX,55.18,55.34,54.85,54.96,11385532
2019-07-03,UPCOMINDEX,54.94,55.3,54.87,55.29,8724824
2019-07-04,UPCOMINDEX,55.29,55.73,55.05,55.56,9754541
2019-07-05,UPCOMINDEX,55.55,56.44,55.43,56.38,13528749
2019-07-08,UPCOMINDEX,56.38,56.5,55.46,55.68,8356921
2019-07-09,UPCOMINDEX,55.68,56.21,55.51,55.88,11321641
2019-07-10,UPCOMINDEX,55.84,56.33,55.82,56.3,12444754
2019-07-11,UPCOMINDEX,56.3,56.92,56.17,56.78,12270581
2019-07-12,UPCOMINDEX,56.78,57.02,56.45,56.61,13414794
2019-07-15,UPCOMINDEX,56.48,56.72,56.29,56.55,12069207
2019-07-16,UPCOMINDEX,56.82,57.59,56.81,56.91,11073278
2019-07-17,UPCOMINDEX,56.61,57.38,56.61,57.05,10445115
2019-07-18,UPCOMINDEX,57.09,57.43,56.83,57.42,11360837
2019-07-19,UPCOMINDEX,57.37,57.77,57.2,57.54,18145259
2019-07-22,UPCOMINDEX,57.51,58.31,57.33,58.02,13765171
2019-07-23,UPCOMINDEX,58.01,58.57,57.83,58.46,20424867
2019-07-24,UPCOMINDEX,58.45,59.23,58.39,59.23,16697761
2019-07-25,UPCOMINDEX,59.22,59.7,58.9,59.34,16607328
2019-07-26,UPCOMINDEX,59.34,59.34,58.68,58.69,14471570
2019-07-29,UPCOMINDEX,58.67,59.23,58.65,59.18,10815671
2019-07-30,UPCOMINDEX,59.18,59.6,58.44,58.56,15723394
2019-07-31,UPCOMINDEX,58.38,58.98,57.71,58.89,13114120
2019-08-01,UPCOMINDEX,58.88,58.93,58.49,58.84,9516175
2019-08-02,UPCOMINDEX,58.78,58.79,58.18,58.59,18074418
2019-08-05,UPCOMINDEX,58.57,58.69,58.25,58.37,18548612
2019-08-06,UPCOMINDEX,58.52,58.52,58.01,58.31,20751939
2019-08-07,UPCOMINDEX,58.29,58.42,57.87,58.24,14653778
2019-08-08,UPCOMINDEX,58.21,58.43,58.1,58.36,14431759
2019-08-09,UPCOMINDEX,58.35,58.71,58.25,58.42,14172844
2019-08-12,UPCOMINDEX,58.41,58.57,57.87,57.93,12798929
2019-08-13,UPCOMINDEX,57.92,57.95,57.06,57.14,15801580
2019-08-14,UPCOMINDEX,57.14,57.33,56.95,57.14,9977618
2019-08-15,UPCOMINDEX,57.16,57.39,56.83,57.35,12901521
2019-08-16,UPCOMINDEX,57.34,57.81,57.23,57.55,15281752
2019-08-19,UPCOMINDEX,57.54,57.87,57.46,57.52,10522289
2019-08-20,UPCOMINDEX,57.7,57.79,57.54,57.68,17210755
2019-08-21,UPCOMINDEX,57.73,58.04,57.63,57.84,13202302
2019-08-22,UPCOMINDEX,57.84,58.08,57.75,57.93,13083185
2019-08-23,UPCOMINDEX,57.93,58.0,57.81,57.95,14409990
2019-08-26,UPCOMINDEX,57.94,57.94,57.52,57.53,13625720
2019-08-27,UPCOMINDEX,57.54,58.04,57.54,58.01,15618937
2019-08-28,UPCOMINDEX,57.98,58.15,57.91,57.97,14503883
2019-08-29,UPCOMINDEX,58.01,58.21,57.75,57.9,14866227
2019-08-30,UPCOMINDEX,57.88,58.15,57.7,57.78,17499363
2019-09-03,UPCOMINDEX,57.83,57.84,57.13,57.31,15276467
2019-09-04,UPCOMINDEX,57.25,57.26,56.76,57.1,13610880
2019-09-05,UPCOMINDEX,57.08,57.35,56.66,56.8,8171013
2019-09-06,UPCOMINDEX,56.78,56.97,56.65,56.76,11054585
2019-09-09,UPCOMINDEX,56.75,56.85,56.43,56.5,9292109
2019-09-10,UPCOMINDEX,56.48,56.58,55.37,56.15,13730694
2019-09-11,UPCOMINDEX,56.15,56.2,55.69,56.0,9114430
2019-09-12,UPCOMINDEX,55.85,56.47,55.85,56.4,6998383
2019-09-13,UPCOMINDEX,56.37,56.67,56.29,56.67,9959784
2019-09-16,UPCOMINDEX,56.72,56.74,56.31,56.54,11051937
2019-09-17,UPCOMINDEX,56.55,56.57,56.06,56.4,7739961
2019-09-18,UPCOMINDEX,56.41,56.86,56.36,56.41,13936940
2019-09-19,UPCOMINDEX,56.4,56.69,56.19,56.69,8137591
2019-09-20,UPCOMINDEX,56.69,56.96,56.37,56.95,10642112
2019-09-23,UPCOMINDEX,56.96,57.03,56.65,56.69,8740572
2019-09-24,UPCOMINDEX,56.69,56.87,56.46,56.87,9295872
2019-09-25,UPCOMINDEX,56.87,56.94,56.58,56.72,8207129
2019-09-26,UPCOMINDEX,56.72,57.22,56.69,57.22,10154464
2019-09-27,UPCOMINDEX,57.19,57.29,56.75,56.94,9734470
2019-09-30,UPCOMINDEX,56.95,57.08,56.56,56.74,12314948
2019-10-01,UPCOMINDEX,56.8,56.84,56.58,56.84,11193621
2019-10-02,UPCOMINDEX,56.8,56.86,56.52,56.85,11788357
2019-10-03,UPCOMINDEX,56.82,57.15,56.44,57.15,8604278
2019-10-04,UPCOMINDEX,57.15,57.17,56.67,56.93,9103799
2019-10-07,UPCOMINDEX,56.94,57.03,56.74,56.85,7730652
2019-10-08,UPCOMINDEX,56.88,56.99,56.66,56.82,10704602
2019-10-09,UPCOMINDEX,56.81,56.81,56.53,56.61,8527684
2019-10-10,UPCOMINDEX,56.6,56.78,56.38,56.6,7451369
2019-10-11,UPCOMINDEX,56.64,57.03,56.55,56.97,12564933
2019-10-14,UPCOMINDEX,56.97,57.11,56.52,56.78,10114430
2019-10-15,UPCOMINDEX,56.79,56.79,56.31,56.76,9818230
2019-10-16,UPCOMINDEX,56.77,56.85,56.42,56.47,17351563
2019-10-17,UPCOMINDEX,56.49,56.62,56.31,56.47,10382697
2019-10-18,UPCOMINDEX,56.47,56.66,56.4,56.46,7923882
2019-10-21,UPCOMINDEX,56.44,56.96,56.38,56.6,8566831
2019-10-22,UPCOMINDEX,56.62,56.86,56.55,56.78,10025057
2019-10-23,UPCOMINDEX,56.76,56.79,56.4,56.6,7624325
2019-10-24,UPCOMINDEX,56.6,56.71,56.32,56.71,10672678
2019-10-25,UPCOMINDEX,56.73,56.73,56.24,56.51,14151588
2019-10-28,UPCOMINDEX,56.49,56.76,55.97,56.4,6347960
2019-10-29,UPCOMINDEX,56.39,56.44,56.05,56.36,7361293
2019-10-30,UPCOMINDEX,56.36,56.37,56.11,56.26,8556612
2019-10-31,UPCOMINDEX,56.26,56.42,55.86,56.15,10357912
2019-11-01,UPCOMINDEX,56.15,56.37,56.07,56.22,9523517
2019-11-04,UPCOMINDEX,56.22,56.89,56.19,56.59,11051636
2019-11-05,UPCOMINDEX,56.6,56.64,56.49,56.61,7922493
2019-11-06,UPCOMINDEX,56.61,56.79,56.5,56.6,9887137
2019-11-07,UPCOMINDEX,56.58,56.9,56.58,56.83,7445391
2019-11-08,UPCOMINDEX,56.83,57.01,56.69,56.73,8503906
2019-11-11,UPCOMINDEX,56.68,56.96,56.67,56.72,6718450
2019-11-12,UPCOMINDEX,56.72,56.87,56.63,56.8,10219105
2019-11-13,UPCOMINDEX,56.72,56.85,56.63,56.82,8801664
2019-11-14,UPCOMINDEX,56.82,57.42,56.65,56.71,9578564
2019-11-15,UPCOMINDEX,56.71,57.08,56.7,57.0,11493955
2019-11-18,UPCOMINDEX,57.01,57.21,56.85,56.91,7460330
2019-11-19,UPCOMINDEX,56.86,57.02,56.58,57.02,7905522
2019-11-20,UPCOMINDEX,57.03,57.03,56.66,56.88,6474214
2019-11-21,UPCOMINDEX,56.88,56.88,56.48,56.57,7817728
2019-11-22,UPCOMINDEX,56.57,56.82,56.21,56.39,11440377
2019-11-25,UPCOMINDEX,56.41,57.09,55.71,56.05,6093407
2019-11-26,UPCOMINDEX,56.05,56.2,55.73,55.97,6746942
2019-11-27,UPCOMINDEX,56.05,56.21,55.88,56.02,7408494
2019-11-28,UPCOMINDEX,56.1,56.11,55.58,55.7,8620941
2019-11-29,UPCOMINDEX,55.81,55.85,55.41,55.66,8071411
2019-12-02,UPCOMINDEX,55.66,55.88,55.4,55.52,9004886
2019-12-03,UPCOMINDEX,55.7,55.7,55.39,55.53,8438354
2019-12-04,UPCOMINDEX,55.54,56.07,55.54,55.91,8940659
2019-12-05,UPCOMINDEX,55.91,56.3,55.68,55.85,8100928
2019-12-06,UPCOMINDEX,55.84,55.98,55.7,55.92,6286166
2019-12-09,UPCOMINDEX,55.88,56.07,55.66,55.79,4860880
2019-12-10,UPCOMINDEX,55.78,55.87,55.29,55.36,7552731
2019-12-11,UPCOMINDEX,55.34,55.53,55.34,55.4,7668784
2019-12-12,UPCOMINDEX,55.41,55.63,55.37,55.52,5797907
2019-12-13,UPCOMINDEX,55.51,55.76,55.47,55.73,9976465
2019-12-16,UPCOMINDEX,55.74,55.94,55.44,55.53,6773768
2019-12-17,UPCOMINDEX,55.55,55.72,55.21,55.33,8932269
2019-12-18,UPCOMINDEX,55.33,55.6,55.28,55.29,7324268
2019-12-19,UPCOMINDEX,55.38,55.63,55.36,55.44,6681095
2019-12-20,UPCOMINDEX,55.49,55.72,55.46,55.67,6877727
2019-12-23,UPCOMINDEX,55.64,55.78,55.44,55.48,9227951
2019-12-24,UPCOMINDEX,55.48,55.81,55.48,55.75,7698439
2019-12-25,UPCOMINDEX,55.74,55.74,55.44,55.6,6063888
2019-12-26,UPCOMINDEX,55.6,55.86,55.45,55.66,9082889
2019-12-27,UPCOMINDEX,55.67,55.99,55.58,55.81,11220969
2019-12-30,UPCOMINDEX,55.82,56.09,55.55,56.06,6226650
2019-12-31,UPCOMINDEX,56.08,56.6,56.08,56.45,6441433
2020-01-02,UPCOMINDEX,56.69,56.72,56.51,56.62,6201268
2020-01-03,UPCOMINDEX,56.67,56.68,56.51,56.67,9140727
2020-01-06,UPCOMINDEX,56.37,56.37,56.11,56.14,9199114
2020-01-07,UPCOMINDEX,55.81,55.99,55.81,55.99,2877812
2020-01-08,UPCOMINDEX,55.74,55.74,55.11,55.19,7418177
2020-01-09,UPCOMINDEX,55.24,55.33,55.01,55.18,7062370
2020-01-10,UPCOMINDEX,55.18,55.58,55.18,55.55,11981420
2020-01-13,UPCOMINDEX,55.56,55.76,55.47,55.64,8763015
2020-01-14,UPCOMINDEX,55.65,55.79,55.59,55.7,6890890
2020-01-15,UPCOMINDEX,55.7,55.73,55.25,55.36,5077487
2020-01-16,UPCOMINDEX,55.36,55.57,55.33,55.46,8122610
2020-01-17,UPCOMINDEX,55.46,55.59,55.3,55.41,9258390
2020-01-20,UPCOMINDEX,55.41,55.55,55.33,55.49,7113921
2020-01-21,UPCOMINDEX,55.51,55.98,55.5,55.96,16740655
2020-01-22,UPCOMINDEX,56.04,56.19,55.79,56.1,7044425
2020-01-30,UPCOMINDEX,56.2,56.2,55.44,55.73,8913665
2020-01-31,UPCOMINDEX,55.72,55.78,54.97,55.13,13484598
2020-02-03,UPCOMINDEX,55.16,55.16,53.76,54.38,16209691
2020-02-04,UPCOMINDEX,54.39,54.74,54.28,54.74,9545155
2020-02-05,UPCOMINDEX,54.86,55.4,54.85,55.21,9177011
2020-02-06,UPCOMINDEX,55.31,55.61,55.27,55.61,11773401
2020-02-07,UPCOMINDEX,55.61,55.78,55.49,55.76,9593074
2020-02-10,UPCOMINDEX,55.73,55.77,55.31,55.37,6769160
2020-02-11,UPCOMINDEX,55.37,55.69,55.34,55.67,7694563
2020-02-12,UPCOMINDEX,55.7,55.93,55.61,55.9,9496977
2020-02-13,UPCOMINDEX,55.87,56.29,55.87,56.17,13050302
2020-02-14,UPCOMINDEX,56.18,56.51,56.13,56.47,12157838
2020-02-17,UPCOMINDEX,56.47,56.69,56.24,56.25,9004691
2020-02-18,UPCOMINDEX,56.26,56.43,56.18,56.25,9817437
2020-02-19,UPCOMINDEX,56.27,56.51,56.22,56.4,9890782
2020-02-20,UPCOMINDEX,56.38,56.41,56.1,56.34,10739216
2020-02-21,UPCOMINDEX,56.32,56.69,56.16,56.33,16549256
2020-02-24,UPCOMINDEX,56.21,56.21,55.19,55.23,16477176
2020-02-25,UPCOMINDEX,55.23,55.55,54.75,55.53,11669122
2020-02-26,UPCOMINDEX,55.46,55.47,55.16,55.34,10659160
2020-02-27,UPCOMINDEX,55.34,55.6,55.27,55.52,9961469
2020-02-28,UPCOMINDEX,55.48,55.48,54.87,55.05,18516470
2020-03-02,UPCOMINDEX,55.08,55.26,54.89,55.17,23333363
2020-03-03,UPCOMINDEX,55.27,55.6,55.27,55.47,17033409
2020-03-04,UPCOMINDEX,55.73,55.93,55.37,55.54,18208464
2020-03-05,UPCOMINDEX,55.54,55.77,55.33,55.45,17002234
